"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Token_ID","Method"
"0xa62c8f364fb341c0f3fa8b1324f32b5262ab9fabe0a5be7e8a2c23d2f764edf0","14264926","1645653614","2022-02-23 22:00:14","0x0000000000000000000000000000000000000000","0x22844c422cb641db4c717f4b5b3f46f84d95823a","11", "Mint Listed"
"0x6e49b232522191fd3100651a053328665457fe194f9fb128303a83c93bba3a0b","14264926","1645653614","2022-02-23 22:00:14","0x0000000000000000000000000000000000000000","0x38613b7bdaca21265e45ec64574b453099e2e9a1","12", "Mint Listed"
"0x93bcf404fd5e54f5889b373ca25b4b8869619a59350930baa6c7346667236263","14264926","1645653614","2022-02-23 22:00:14","0x0000000000000000000000000000000000000000","0x18e94b8196d45a2320d465ec1f9c261656f1d389","13", "Mint Listed"
"0xcc29d67fd60513e54fc62fd17181d1649ce32a29d85cb038e029651b46c7536a","14264926","1645653614","2022-02-23 22:00:14","0x0000000000000000000000000000000000000000","0x6e6538d39aea8ad224c109eb9c7f2cd5a4ef7110","14", "Mint Listed"
"0x7756155435b9fa1ffac8ccbe0649b35678bd6de9054d1b8ddcd6d591074d3a16","14264926","1645653614","2022-02-23 22:00:14","0x0000000000000000000000000000000000000000","0x635b63d05609ac1298470e028d8fb63eb25adbc5","15", "Mint Listed"
"0xc3ec2043080c09c4c6588be8f1c23f0a8c10a16c0f1723f2d01571d8a706ba85","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xb6c567a0a1b88293e803f2db1bc9bcd77487c2bf","16", "Mint Listed"
"0x0472e2c15cfb2a7b0aa36602bc06ab3b798a602f16ef7aea296e7effb51419d2","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x16f2bacf87654067e6b0559bc8ffc09f3cf1c5d1","17", "Mint Listed"
"0x894a1bba33d66f261b7ea0cfc2f5542ed93008b3a67e81724154b22e9b62032e","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x849bf0f2f0d2630b66f1f94ca03a861f4d56c274","18", "Mint Listed"
"0x2602bfea3f86273716bfafa1629187891d79535677cdbc0fed3e703a36da3c92","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x00e484da1156202e9dd341ad7ea9c908bb919e96","19", "Mint Listed"
"0x2a3e7a14e86a15f2b6a5eb2775004c86a2fb9930d8a20f23efb103065c6163c2","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xee53605c08d8a3cd07f2a4e0c83cb4054d6e2573","20", "Mint Listed"
"0x5f792c276250469a6cae1ab5c67d90e965e9616e220b8bb9d31fa3a5e8c3309c","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xd29126e4235551006331437de4574a2f2bdc840d","21", "Mint Listed"
"0x71392e27eb0dbe4844a41232d250807e36b9477f7cec45b340c2f31cfbe64b53","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x191ef570abe0f2fa423ca88e2a27304c9e492ad5","22", "Mint Listed"
"0xd943d845b89821239f03d3c6e54a5e44da4ca51a8cd2ad996a357dbd3e9bab92","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x5f6a43b327b4e7a6bdf3af7dc640068d24d356ce","23", "Mint Listed"
"0x82c4aaebe88532320851703aedebdfccce4929e396126e648d0d7961ba77dfb8","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x2a3b3ab29e88310f48739e77d008dbb0940c01a0","24", "Mint Listed"
"0xf39e13a0cc054abc3131f332b3289c87197005e8e33bb06f0b576afcd72082fd","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xef3f063136fe5002065bf7c4a2d85ff34cfb0ac0","25", "Mint Listed"
"0xb7c0d4fa35074c7ceb94a0ea98db350d0f082feda34d3ab784512e11bd588221","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x26d7b4fe67f4601643304b5023b3caf3a72e8504","26", "Mint Listed"
"0xa6a2ce0e867ec16ac0f2061e572eb4bef96d0fc09141df893dc4a162a65d27e0","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x979877cc5bda0850383e8792fb942e4a82f97972","27", "Mint Listed"
"0x02556e04db3a9db68e27ae63722ac3bed66a2ceb59c53317e9f741fda8dc62ea","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x5eefb88efdd45a125e3b61f5b1025b924b9b62ab","28", "Mint Listed"
"0x4ff283f77477629e1c6ba423c232ac299101f78bb99081d89cd6e77283231625","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x9222feb796ccaf30a1fbdf3e90dcd5e32ffddc1d","29", "Mint Listed"
"0x4a7eaa9eb22c79be4efba8bbb0296c8c69856a64c46f832f588efa54003ba418","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xfeed2eab7fc2c43d06f55ecd5ef5db5f2fe77935","30", "Mint Listed"
"0xa33e8490cf19417a21fd8e00c6288d0413d9e48259d6bb6f58d967536efeb74f","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xadb39cc04b1adeb08b55fa1326338e00e35a10a8","31", "Mint Listed"
"0xe4bb28c46f797469746c2945360bacf5b0a1b7dad35b06874544cc2af2a6f01d","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x9451f5e486988197d59c110689135278755234d7","32", "Mint Listed"
"0x76a9bce1bd64cb8cc50cd05bc453c42fa934142ad0152b985ee1ac05b71e025a","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x5c9ce53738967e4d422f0f6914d5be496f9edd2b","33", "Mint Listed"
"0x8237ecfaf5145aa3456bee1694a7d4db3f474d41840659b988079bee05d693c4","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x1d643b73b861cc63fbc477f8bf2327e11848948c","34", "Mint Listed"
"0x5d4b85d953a50ff5cc9054042b53372dc4a91ed75f957fd635b178328c7d597f","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x2ab0d66fcb90d2cec45ca7e4774600b721aa5361","35", "Mint Listed"
"0xfadcf23c37ffa38ecff56f8b46c9ca6c3294d3922a71bcc124c2ad136c988f56","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xeaf7814cdf7236bc5992d19cc455f9c92b00aa9e","36", "Mint Listed"
"0xb0d4da310dc4e5c27d47ab0624b95cee8ddcdf5e73f3fead04731e69eae76e0f","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x391c8f2d68c38d1fc60869800e65e8bcdf21cfc8","37", "Mint Listed"
"0x72b798986efcbf7b1137c126f709aadb8110e52987014c8cfb785e1314208a29","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x6e24ac7a957ba929e48e298c75f6b76d0cdfa901","38", "Mint Listed"
"0xdf2e75b26a91c5e02ca23cfab6d76b4f9ce0fc4fe33436e492fb10cc69edff6d","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x486c1f1280202b0d5dbd1c15dfddfc30f949a180","39", "Mint Listed"
"0xfa2a6c6db09b0a93f7ddec117a767914409f182641e8718c920c0701067712e9","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x6b4d7a4544a1e71655d241f9627ef1eb06e741ae","40", "Mint Listed"
"0xdd69528254a060d21f0864f2564bea74676a801249172c2652531857636f69e2","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x3c52b4fa783c9670dcd52d34a2b5f216d30a3b4e","41", "Mint Listed"
"0xdc6ada042b0ffcdad7e220fe000eb7ed681ed4bb0b179e1a7ee50d48a1000609","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xda73bb7bfe16708909f75ab7c1e0c403aedc85cd","42", "Mint Listed"
"0x841967531db83ca02f7d52fb942864163aeeb9cb000a693a017510733c931e16","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x7ffccd3a77711163f02cf6c3b7360f814850d40d","43", "Mint Listed"
"0x0b978d4b7de73068654d8677848aafbd2cff89b9e5d6fbe9a9d620d058f899c6","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x3f40fb951f4adf0e5308d8c265c3203007c39231","44", "Mint Listed"
"0x05b4437700aaed8f1302d0d740bccbe7542f73129d7bbde5897546734f24226c","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xd0f35f8e6d5df3a9482f5aa21e8e0b5f64b28613","45", "Mint Listed"
"0x1c1aed3fc80875d81460a382e12df6ae6339703e3a493e484d465224f2d77563","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xd4a70eee8b0d35f3c351b4f4d3d9076817edfd8e","46", "Mint Listed"
"0x8531a63bca33052b24b0d8117152906a23cf6a465f5e6323e433922bfa3d0d02","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x563b3d92a0ee49c281ee50324bcd659b2bdba414","47", "Mint Listed"
"0x84a255cd9b03e0dbc3d7cc2b5b8e9c6bf3b4653fae48833d88254901a333876a","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xb8d8d919244f8015ca3c61cd7211386a477fce53","48", "Mint Listed"
"0x212beb43eb9a76c3e77c014624a0abac22ef1c4fdf4113d4fce87eb527fd40d3","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xf5b8b02fa61f844e32f219857ba00479dcfdb399","49", "Mint Listed"
"0xa2c32a620987fe0eeb7024a63785e47c8dc0d480699265bb864d386c8cabe005","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x1ce1a58cd5705f386e07cc9d49b8812c5ee40b3f","50", "Mint Listed"
"0x902409f75aea7e238a969362031f24ad287939b036cc8f513c74911c2368cd4b","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xedcd8aaaaf083ea29b4869cbc5d996932b75161e","51", "Mint Listed"
"0x6ab0b21f3e5e2ad06d647501ab141aafdd7ba3b641eb04057bbd0fa127d36270","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x2d3178af3dfbb679716cc14e245be0a9e5945500","52", "Mint Listed"
"0x194ffb59cab1b336d177cda4787760b36570e62291c5f5bb1fad84a0c5e15ba8","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xd4e1a607d3ba4ac49f8517f8cfe011b5fb57b6f9","53", "Mint Listed"
"0x2a4423d8449265aee11933d8f42829a5411d28081b8b7d43fafe3764d802dff8","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x742709470afbfa21ce3b98c07a61e918a4f6b1b9","54", "Mint Listed"
"0x48440d7e65d2fa8ddc777cb570f1fcd0bc6927015a2d8e29a7e3231b3edcc02b","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x20335c504a4f0d8db934e9f77a67b55e6ae8e1e1","55", "Mint Listed"
"0x44db4a88c11a4bb09e7316482d45559cfb49df06ea4bfae60c464ebecfd4959a","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x5c3086cdec08849cdc592eb88f9b8d2f72e3e42f","56", "Mint Listed"
"0x615d4431b1233985dfc6614379348693bca4bcd78981fe98fb6c2c836dd0bbfc","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xfa1ec1eceb19aef9a0be5cd084c5aa0faee3fc3f","57", "Mint Listed"
"0xaf3bc4d819a8e7df88b308406917b178c34d6712bf9a5344d531153df8a50469","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x1af4490b9f788cd31f4fc341d409613ba9da7117","58", "Mint Listed"
"0x067ce17a91108f136320460231d9e15b67dacf21f100fd0d242441b8ede34fd7","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x9e6009e370c6725d9cde546d63f3883407576fc9","59", "Mint Listed"
"0xc582e48b8fc63b3bfd32d3a0db299b31d95273a55b25db5b76ea89673e93a68d","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x08ced7a40aba773d2511a5f68a0f10b2a01fb64c","60", "Mint Listed"
"0xb8cb955834587716772898305f34b0853aac779a4b528c013b04c748418dd698","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x33a92621c9b45329bb4ff1d5ee14eb15cf2e4638","61", "Mint Listed"
"0x4e192b99261794e2077de9c9d1356d09057732c266a2d6146f01587fb185a29a","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x65aa9d769edbcc170aced9dceed464f19ed755a7","62", "Mint Listed"
"0x0e1e356960029b385d0510a562e155be92c8bf42db224567e6d4af61d997a513","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xcfadba5101911d04189331ff9f6e42fe44567439","63", "Mint Listed"
"0xd0a3f30e0994ac30682728f355b47d3e69f30e1d0409eb55a5f99dee5380def5","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x0e1ea9d0369298440a0a28115098f89adcd9bb2e","64", "Mint Listed"
"0xe417ed9ec950f76c0036d76ae6cf4e36f9046e384af853a277362b2d942d8c05","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x665db1da3130049a895eddeaf0c912a0954457da","65", "Mint Listed"
"0xf140b01e5e0dcaf650fa780ce366e68d7a4f5e96a8efb1d70a17a7ad5de92794","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xd3e401814d1faa8ca0419ecccbfee93ac7b15b31","66", "Mint Listed"
"0xe8efd8a49bbf51d2d4b718c951d6afe54d6ffbc2c094a84951967fa7667de5f4","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x76d65a227bd6f0a1076275b81abe1cd274e8ee16","67", "Mint Listed"
"0x0a449281c0dd4a6f9adea2015e1d7c8f3243e26a01422ccf76ad1d6652a3da07","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x10d9f6066ab8fe15d0458c937ede11b481a3c7ce","68", "Mint Listed"
"0x8960cfe495e38db8f8ef9ca5420c0c8019719e615773860f8d8ef62d40e4d38e","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xe1b450c7169e805a9ce511c84c36bc825c8cc664","69", "Mint Listed"
"0x4b10755ec7cd0b5a15be4a47e0f2bd5f8340b63bb803c9c3fdeee11866912c0a","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x39a122ae36f895ed09e5c56d864aad6e18e2a11c","70", "Mint Listed"
"0xa99755833aa6e289413f41a6fd220f4d8b6771fdb52c9b6245c3da2203824f53","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x19be73de77eaddafde6a80edb57bb8b7eac2f275","71", "Mint Listed"
"0xe9446a1bc05e19be00d54d1dc059690f57014f85bbbe7a1886f3e7815db421c3","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x9c827df5e25ce53da2510c54d2636db2a8e3379f","72", "Mint Listed"
"0xea263f6da1286ebb7298fb34e5517b500b528d1cb645a03b3f29c7d0e0683f9f","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x97e86e8761bb4522f597d48f5aba3a1d453ad3a5","73", "Mint Listed"
"0xe1e258ff0bb5d92071f2730403059c1e130ec6c5b76c858f1537af59d168a908","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x250d6544d18e43fa807333eb0a747a62f5b25aa0","74", "Mint Listed"
"0xd965fd3b5c8cb3baa07b968a83a37a40b0808855bbd817c15ee8d5227d7c0d65","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xfd87c3d2e37dcc91f0f74157a12cfabb7801d4b3","75", "Mint Listed"
"0x3532234c03030d1ddbf5ff6bb1ac2c2afb846240b0c99589b44959cc4fc9e095","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x43123084c1b589447a02e351688765ef57dc9b85","76", "Mint Listed"
"0x0c8fe97f49068f90b0d384850accb849870656cf1e7dde7889ba17ce0ca626a3","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x878a940c1df5f4877560b540028b378c03c96197","77", "Mint Listed"
"0x4b6777ba75dc647be8faf1f2a1172d06854aafe88fada98e554282ee761f91df","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xa4af2e445f46dc9c88d9d76c580917163a896034","78", "Mint Listed"
"0xe7a71b5aaed31c86025ab43921d82e065bcc31992d16c06519d5430ba4123ed8","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xac733720d9fb4ecb67d708a2813b11dba2de8f34","79", "Mint Listed"
"0x12473f0d9c4feacc3e797f05597afefd2ef306599945b0301f70c5776f78dccf","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x2a39b557f6df2c07c804c6722d5c249da4876713","80", "Mint Listed"
"0x4b15583d79a0b2785df26ab6106d953f4a029386c9087c0ac3d5b13b9226bfc8","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xbf0a629eed657be10a3a4ecba9ec64b822e8b1ab","81", "Mint Listed"
"0x968f89281f3afddf900bf87566338a8fb5d7199ffcca1fe2452bb45aad3799ad","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xce444832689388a19e01a15dbf87d385364d04ca","82", "Mint Listed"
"0xaa247be73048a948ec206fb2ec750c6438f645e16090bac48d03c848bbb6d104","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xbe8fe12b9eb1ca2a593e6c070c71c294b6fe9f00","83", "Mint Listed"
"0xafc3a7557fc0f40abd32c12c7d0ffefd74ef8706dac9a270b943bece8413d4ad","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x5a9dc3f62b089ac07718ad23a0311e1e8283ba72","84", "Mint Listed"
"0xae8e885dad2c77fe46132aaf00f13bd2326c1faeebaaf937af7fed021a25cca2","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xacd144707995f6af32d4961eeaa2376a19825f4c","85", "Mint Listed"
"0x63a69d231353b855b28768bbef1b61c293f4ded45f87d4efe11642cd7a3e6315","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x95deb63b5d3c9a193349a97e3d55b75e77b7e138","86", "Mint Listed"
"0xe5126d36518fe6fbaa1598c9255245eea92d86b31ce204f6ec6f37006c0c9a96","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x49d5935307efac8d532b3530e587d104e3997851","87", "Mint Listed"
"0xafc30c48f531d0efd1c50b8f8f8ce9e8161a15552715910812ba8d75249d5b9e","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xfcf1ecbe4b6858c768e9bc24844be92449e09d08","88", "Mint Listed"
"0x154f2f6fb276af8536d71542ed51be34999f2dcb5593bacd01fe0f693794f088","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x4d3912e8026f4ac7f4dcfd072ca63bed2177e79f","89", "Mint Listed"
"0x19cd385292068eebe25b5991ce22828b6cc91ae246fb0bb70755b2b04cf1ecc1","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x9506028925fbdf8fedb0c9bfd668f57cc62f0010","90", "Mint Listed"
"0x96971a6f6f55bad1e91f3bef96c6751c5f81a8d12bcc5cc935668b3e1bb56529","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x66686dc8bfbee1ab07f5e273f9f288d029a753ac","91", "Mint Listed"
"0x2ec7de7044509de3dedb3655d6c0cf89d3b7801dbf14a990e2c2e9f1f42c168f","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xa41a4b84d74e085bd463386d55c3b6dde6aa2759","92", "Mint Listed"
"0x2c72e3e25cbf0611ecc1df5c07126844f0f15a65146ca3af73aeea66282c4b68","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x45071a9247f9b34d2ad1e3ef6ddf2a63e97f51a3","93", "Mint Listed"
"0x94115f2be44e86192044af099b77714e0798f93c2aea2351464a12bef57f7984","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xd22a2f097c35dfe83285ca4c121f54809be89dd3","94", "Mint Listed"
"0xb4881cc20186014dcc93aeb15ff5ad8ceb7456aa54bd73795cc60108e1c01e45","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x982083f8f2a15fd588685f6f0e7372c3642f3936","95", "Mint Listed"
"0x18b14aae3c9a124e0112f39b9f26b0d47c155460c89be8b68c7cdd3030197ae6","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x2c64b4ba9badda61c7eb8dd3efdda3d4dc44e11e","96", "Mint Listed"
"0x4fc4eab736257bb1a1989f44ea70296193eed361f680c8f24317c666fa3a37d3","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x64d8f81c62344effb7090d86f9636fb8e82f4a1c","97", "Mint Listed"
"0x8c3c21a01526c27c37e46363ec148175af1d8a8851b35dd87885138a307f60c5","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xb97f12f4402fb8400ea6ce80437741ecff8acf80","98", "Mint Listed"
"0xbf98f88aa20847291972618b67f61195ba147c5ae61602af1d6140b0016f832d","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x9d87d74ce20483c73efd76be498d798f1dedac73","99", "Mint Listed"
"0xda4ecdadd0d0f976a9fea5f08f0c97723dc6d43fb2e1bb861e97dd90f6fc5f7e","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x61753567d64c18b7f0836149d35e4fef8d49b82c","100", "Mint Listed"
"0x54564d920fe79e71a66bee946296fdacf907e4e539b5b1b79310a9e405e921f0","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xd60104fc912f21ee5aa545946cc303e98a4316ce","101", "Mint Listed"
"0xaaa2c4a0cd0482004b78205a94d218424599f03c29c0c398bd26734275d97288","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xc30ff4f242d355ca012514c03cc63004b4616b3b","102", "Mint Listed"
"0x3b0288706784273690315a8c27188f5eb034bf316755aa9f40b440756fbb8908","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x2859a4ed68978615665e76acf37eab36bb1f49a4","103", "Mint Listed"
"0xaf5d470de6be385ff658bb6430710a602415e76bbe5ccd8d56ba4584506dfadf","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x001faf7f385307a76cd00585b1b26faf52ab1899","104", "Mint Listed"
"0xd6e29bd0519e72832cbe476a6b721eb04059aed21e99dceec28b0df8000c35cc","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x82d48b64f5e5bb4b295c9faeebe7bd4418eb2d0e","105", "Mint Listed"
"0x7df20fd94b7c9bab30e6689d343eff5a17fca891721bdbb1187964e91a84335d","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x39d31760db5bcaa309ff184cb106ee8e09a5c1b6","106", "Mint Listed"
"0x1df15f680ec240ca7ee66fd2090cfde826837dee4ef2ea2f156427e0a3779132","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x5d2db70579cde0b81c1d93cff61cc4174b034df0","107", "Mint Listed"
"0xe797d8a1b128baa98f386d8dd06aa1533b05b5c5ddaebeb3780cd5f05e380f4c","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x77aeeeb7c9d7445fadbc17f315f230bc69f419f0","108", "Mint Listed"
"0x8c5edca5234922c6d2b96fd78ea4b3c3fdff86fc402cb4ae8bc75aaec592f43d","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0xbbefa98d0f337841555308594266a2c86f6a705c","109", "Mint Listed"
"0xfe70d056ad4ebba0f04ef6ea2d240e4159ab9bbc5db16b153ea3cbf5d1d5984c","14264927","1645653624","2022-02-23 22:00:24","0x0000000000000000000000000000000000000000","0x428e209da85f879168fd8e91e6ebfdb809c7ea46","110", "Mint Listed"
